timestamp,adjusted-sopr-a-sopr,coin-days-destroyed-cdd,market-value-to-realized-value-ratio-mvrv,mvrv-z-score,net-realized-profit-loss-usd,net-unrealized-profit-loss-nupl,number-of-utxos-in-loss,number-of-utxos-in-profit,percent-of-utxos-in-profit,percent-supply-in-profit,price-drawdown-from-ath,price-ohlc-usd-close,price-ohlc-usd-high,price-ohlc-usd-low,price-ohlc-usd-open,puell-multiple,realized-loss-usd,realized-profit-loss-ratio,realized-profit-usd,realized-profits-to-value-rpv-ratio,relative-unrealized-loss,relative-unrealized-profit,reserve-risk,supply-adjusted-cdd,total-supply-in-loss-btc,total-supply-in-profit-btc
2013-02-16,1.08596065170667,5931944.05526636,2.787028247496448,3.68769961782279,908943.871874906,0.641194543620023,7793,3629921,0.996697920096037,0.991657734021041,-0.1377852875540328,27.45,27.49,27.43,27.43,2.13581653079699,44015.7365999227,21.6504296437584,952959.608474828,0.0089514817904983,0.0002423649810595,0.641436908601083,0.006547623126535,0.5498051570454979,50680.45420292,10699158.7507798
2013-02-17,1.05934332694298,5325357.32328255,2.712960312380297,3.52948416713082,752922.466812112,0.631398609950146,73899,3577323,0.979476119313897,0.947587175094119,-0.1540889839348294,27.36,27.5,27.36,27.5,2.09432635413224,136022.067635079,6.53529644051622,888944.534447191,0.0082813049041858,0.0008170805446702,0.632215690494817,0.0064596840153062,0.4933684449081122,545472.89516026,10228127.8816711
2013-02-18,1.04753982417208,6545404.91688065,2.689053699585391,3.47648739165058,645868.311092368,0.628121616856272,79809,3582626,0.977891023235184,0.953173016336486,-0.1559701796710749,26.98,26.99156167,26.64,26.98,1.77374144213857,124688.585099024,6.17985115140603,770556.896191392,0.0071283633711772,0.0007737239766172,0.628895340832889,0.0063862997007208,0.6061738779652202,489659.57079246,10292257.2179117
2013-02-19,1.07322058040807,6188397.64757144,2.902144153247643,3.92768612802567,1168433.8138996,0.655848407192664,5631,3665147,0.998465992767746,0.99653430161449,-0.078527621862292,26.98,26.98,26.77975375,26.92,1.82233972898236,15797.3617674444,74.9638574529287,1184231.17566705,0.0108257186804395,5.13298966578e-05,0.655899737089322,0.0066647080820074,0.5729003203213738,37436.00548627,10764428.8200256
2013-02-20,1.07353326012177,9335230.66374419,2.9275938875922707,3.98786719943747,1319879.98462198,0.658057897459188,4041,3670125,0.998671567156199,0.994842605251016,-0.0583988274844625,29.462,29.5,29.426,29.426,2.33335828860502,20055.542635507,66.8112327654111,1339935.52725749,0.012086968305694,2.55376876175e-05,0.658083435146806,0.0070271498401511,0.8638373105336681,37894.73838866,10750955.4586596
2013-02-21,1.05239267727004,3612402.13721087,2.898797107907672,3.92096288542295,894625.053807363,0.654844915811489,18328,3666551,0.994935707939892,0.98336839631338,-0.0594021318771268,29.75687556,30.00728484,29.75687556,30.0,2.13421837278518,25995.099378787,35.4151426686759,920620.15318615,0.0082282439268823,4.14027062639e-05,0.654886318517753,0.0070572665457143,0.334138259493564,178681.21634064,10631284.0611634
2013-02-22,1.06536360282573,4882368.89678097,2.902680797337575,3.93541596640437,1251422.65443613,0.655490558265767,25087,3670645,0.992915024384359,0.972404240415947,-0.0468608269688218,29.966,30.0,29.9,29.984,2.10261530348903,51850.14933257,25.1353722321883,1303272.8037687,0.0115058961677752,0.0003377457464738,0.655828304012241,0.0071921793718505,0.4514295789577748,290766.09205493,10516882.30495
2013-02-23,1.02712368824052,4744506.27248963,2.808030519287639,3.76196843370568,429071.917016829,0.643878179457777,76838,3628289,0.979261709517649,0.951202577660506,-0.0738246325216775,30.20261369,30.4,30.1163538,30.4,1.92949269420035,353336.669901876,2.21434301493809,782408.586918705,0.006874161903121,0.0011291072613565,0.645007286719134,0.0068657235099851,0.4385164007865122,527960.77449585,10291479.048016
2013-02-24,1.05457531399206,5532595.15425266,2.8096454981051817,3.72582794440303,775044.954060427,0.644082877698108,76440,3638385,0.978742709636045,0.95407302281498,-0.0662998495766945,29.9,30.02698307,29.54,29.54,1.86387367606864,108967.450251539,8.11262814970273,884012.404311966,0.0077059021491186,0.0006472853977466,0.644730163095854,0.0069539814161943,0.5111721559639724,487453.74992375,10326256.5409406
2013-02-25,1.16432738139599,32238122.1482554,2.799135451449911,3.75375850628036,2846462.2267923,0.642808484801578,14263,3713138,0.995841650702414,0.98955128144584,-0.0459202291006989,29.786,29.822,29.78,29.78,2.44665419425909,45672.6924542166,63.3230660124901,2892134.91924651,0.0245682496139044,9.49374347955e-05,0.642903422236374,0.0069935344582416,2.977168675872853,94763.0066706,10715321.2392287
2013-02-26,1.05305459103353,6897530.22984426,2.8316263589267603,3.82680082694126,1128865.12025465,0.646104605430679,25558,3713524,0.993164632388378,0.972364408422163,-0.024913543379288,30.49,30.49,30.43,30.438,2.04013506779666,52368.3797673587,22.5562353708387,1181233.50002201,0.0099283849064795,0.0001846786658409,0.64628928409652,0.0071630550417228,0.6367382004176523,299365.02798226,10533224.7915296
2013-02-27,1.02970120246307,2392596.3589275,2.843894491176848,3.82992648001488,505209.369121213,0.647428395063773,24606,3725455,0.993072267638808,0.977839163141244,-0.0157028955220063,30.8,31.1,30.8,31.03487066,2.38764879809777,39524.7082697097,13.7821150677129,544734.077390923,0.0045533228787834,0.0001142184607153,0.647542613524488,0.0072243956441547,0.2207716647568495,228486.5472301,10597248.6367481
2013-02-28,1.11970191335016,22357247.9139546,2.9595813856754525,4.13107571625397,2869573.42194724,0.662221740269836,23242,3740781,0.993825223703468,0.974509907012981,-0.023452960679837,31.93300445,31.93300445,31.31,31.31,2.19354644626973,70872.9005309961,41.489007793497,2940446.32247823,0.0239673960677811,0.0002448759210958,0.662466616190932,0.0076030297439478,2.062167609925136,276353.76984056,10565261.0481713
2013-03-01,1.07239022491485,6163825.63394266,3.014833651678782,4.26333940533543,1480850.33641727,0.668287228476742,16537,3759319,0.99551170626661,0.987901501902662,-0.0048098578654784,33.25252937,33.65020959,33.25252937,33.50169154,2.03799670796736,32589.9656293165,46.4388431476331,1513440.30204658,0.0121761189633964,2.98342212064e-05,0.668317062697949,0.0078314813774087,0.5683341716846191,123766.48266868,10714201.5845076
2013-03-02,1.04706312324788,3670432.95599703,2.95926508187859,4.12830755824043,815239.782098175,0.663103624466999,36494,3747259,0.990355078674533,0.972818988123173,-0.0161005077762429,34.55,34.55,34.55,34.55,1.94059812477617,107488.871567045,8.58441102053693,922728.65366522,0.0073679777206027,0.0001664822790349,0.663270106746034,0.0078056531225322,0.3383183740509104,294887.88005042,10554151.9344614
2013-03-03,1.04881498786595,3310161.26644595,2.958886810039304,4.10602888854737,548405.037703434,0.662034743912252,22505,3770328,0.993708291602973,0.982636634457839,-0.0112040524577992,34.3,34.3,34.264,34.264,2.14418545836923,33837.7873086661,17.2068823443129,582242.8250121,0.0046238729200038,8.86940426019e-05,0.662123437954854,0.0077721412651459,0.3049975482935435,179633.88002012,10664619.0828847
2013-03-04,1.07227388093658,4254575.0590079,3.115231357740264,4.42949979430865,1302438.90829509,0.678956189966855,12125,3791822,0.996812521310102,0.988653154991975,-0.0100715405742146,34.24,34.38021462,34.24,34.33,2.44938648701377,10589.5927863039,123.992350563244,1313028.50108139,0.0103078269430683,5.98165078614e-05,0.679016006474716,0.0079917029876879,0.3918540609076541,123198.82141536,10734340.9905965
2013-03-05,1.14586616623452,11590697.9425198,3.389354846416152,5.09261844179538,3700031.88489733,0.703116849922751,8870,3797746,0.997669846393752,0.988708626728304,-0.0012107405598776,36.9,36.9,36.54359787,36.54359787,2.10687570764009,32592.46087008,114.524164365691,3732624.34576741,0.0284450436368012,4.70335413024e-05,0.703163883464054,0.0088392642889578,1.0671826961561917,122635.77235184,10738379.03966
2013-03-06,1.19085672183807,21145216.1199466,3.3272776994871,5.14178273284377,7005751.13047398,0.698012745367469,42048,3765038,0.988955332240984,0.950752223480058,-0.1362970916571662,41.05232091,41.05232091,40.66,40.696,2.71676713800831,323726.865593064,22.6409321408636,7329477.99606705,0.052907059050217,0.0047662461716082,0.702778991539077,0.0102732717447144,1.94619519001064,535071.66537575,10329818.1466361
2013-03-07,1.06804190179571,12358405.8277221,3.2182029113704727,4.90401929710075,2059602.35578178,0.688374228445182,65550,3740901,0.9827792345153,0.93574079638925,-0.1514569029478827,35.27171531,42.2226497,35.27171531,42.2226497,2.58170272637538,1405211.2981463,2.4656887248905,3464813.65392808,0.0246136176306174,0.0042086796575335,0.692582908102715,0.0093932574176123,1.1370429231773318,698426.20338861,10170463.6076232
2013-03-08,1.0520327398691,3677965.2014626,3.348869021612359,5.16011854973092,1135044.88908174,0.701391445695049,32144,3782415,0.991573337835383,0.970314246833322,-0.1091205211726384,42.40269541,42.594,40.91612047,41.5609896,2.60716935834205,345095.258254594,4.28907703577996,1480140.14733633,0.0104178546433623,0.0012639767817378,0.702655422476787,0.0094864236573832,0.3382690175999595,322769.92313819,10550119.8878736
2013-03-09,1.09330230231628,9184207.50175568,3.4660026777425195,5.41322138101003,2024934.53236132,0.71087954831997,22751,3794834,0.994040473231113,0.983245179283202,-0.0635179153094461,42.992,43.77,42.5,43.76,2.83813437720768,150035.503749196,14.4963690710585,2174970.03611052,0.0150664252395834,0.0003032734677784,0.711182821787749,0.0097727604259196,0.8443598378942672,182244.10857453,10694870.7024373
2013-03-10,1.07419546904803,3163740.31157345,3.3740071998850985,5.17260064648566,1496949.25083507,0.703616241134125,72408,3761925,0.980913524569219,0.955669701213898,-0.077972312703583,46.012,46.012,45.778,45.904,3.16811537071758,80788.8469901228,19.5291572612503,1577738.0978252,0.0108014447457072,0.0010667218785482,0.704682963012673,0.0100819373307873,0.2907395270567512,478937.21854609,10399301.250392
2013-03-11,1.09134883458525,6306776.02673653,3.548018585768839,5.53058370300157,1772449.21957381,0.718152283643384,2024,3843407,0.99915692875619,0.996981868632817,-0.0177117263843648,46.25,46.25,45.29,45.29,2.86932974710573,56344.545058288,32.4573348270044,1828793.76463209,0.0123535833514018,1.04097385815e-05,0.718162693381966,0.0101909523313375,0.5793580652534981,19127.19263106,10852935.0673267
2013-03-12,1.04672453321918,7845755.86621877,3.2672472505416628,4.87858138451159,1255872.41285295,0.693931662005162,109105,3744171,0.971685132339339,0.94479250457619,-0.0871335504885992,47.87762832,48.25,47.87762832,48.25,2.23038079164023,951016.311080845,2.320558226205,2206888.72393379,0.0147673257659846,0.0018687473872397,0.695800409392402,0.0095932184742649,0.7205096681997277,601163.51641784,10288001.293594
2013-03-13,1.08282747121808,7286810.88424407,3.3738425671446413,5.13989936133415,2086970.63997426,0.703488196924872,27676,3840090,0.992844448190506,0.987471057554057,-0.0433631921824103,45.1964173,45.1964173,44.2,44.84,2.66066342488577,142243.200533163,15.6718481597136,2229213.84050742,0.0146933088879069,0.0001909614427152,0.703679158367588,0.0098375921947054,0.6689382163244687,136478.89528186,10756610.91423
2013-03-14,1.07165879548016,6302670.7390111,3.3281572743012293,5.01708392625409,1786095.40359707,0.699479381951013,66430,3816963,0.982893825064834,0.961637341097452,-0.0441775244299673,46.99,46.99,46.9,46.972,3.09757997008944,69070.9852196986,26.8588378016605,1855166.38881677,0.0120676094118567,0.0004136274780646,0.699893009429078,0.0100486954688392,0.5783553441028026,418059.56165571,10479505.2478561
2013-03-15,1.07157669216407,7045345.68272602,3.2965796466387576,4.93359291540409,1676951.14793242,0.695840569740991,109041,3801349,0.972115057577377,0.946703179429642,-0.0420195439739413,46.93,47.26970692,46.93,46.9416,2.94318355554018,101801.668381248,17.4727275554289,1778752.81631366,0.0114304405270263,0.000435362622209,0.6962759323632,0.009940923385642,0.6462508222416804,581034.73258155,10320830.0759303
2013-03-16,1.04471036256502,3388926.72910989,3.252334806371248,4.79842394217982,899494.607894729,0.692528293057412,143938,3789396,0.963400700775979,0.938327772747262,-0.0485526160219867,46.86323903,46.93,46.86323903,46.93,2.95260994924974,106042.697211049,9.48238145154425,1005537.30510578,0.00641615506307,0.0005559623918055,0.693084255449218,0.0098097264884371,0.3107325367665228,672400.82272581,10233627.7085684
2013-03-17,1.04851766560313,5234754.22907204,3.254806552814731,4.75274400846269,880091.084717938,0.693622257179342,46158,3899619,0.988301923803601,0.982523752272148,-0.0413647166042343,46.74,46.74,46.7,46.7350955,3.51308052718663,29943.4886868363,30.3917350086479,910034.573404775,0.0057648477774342,0.0001455912674959,0.693767848446838,0.009786095350226,0.4797476261524716,190691.46206729,10720773.3464445
2013-03-18,1.05548148234829,3608569.07623189,3.4513573030149063,5.1381090574732,1422432.25299452,0.709229542341257,2551,3954425,0.999355315776492,0.996571274658581,-0.0067422532897349,47.128,47.24,47.128,47.2204128,3.20039841173716,30415.704053613,47.7663760301993,1452847.95704814,0.0091080871715372,1.69121372459e-05,0.709246454478503,0.0098161859071483,0.3305693200929708,37428.70234632,10878786.1061655
2013-03-19,1.14776112047009,8645913.78347008,3.9280156799364256,6.21345831471073,5408377.60228286,0.745418293935367,0,3962849,1.0,1.0,-0.0058179191915067,50.198,50.35,49.35,50.254,3.25040212462254,127801.711015083,43.3185070006189,5536179.31329795,0.0335183228346185,0.0,0.745418293935367,0.0112027040501825,0.791715908279638,0.0,10920464.8085118
2013-03-20,1.16464535297595,7271928.69393028,4.116817628836814,6.80089876133866,5556713.83352757,0.755718062071302,19899,3955953,0.994995035026455,0.984188543529487,-0.0486959076844125,59.5,59.92,59.01,59.41,4.53630694443872,81372.2961641065,69.2875388242842,5638086.12969168,0.0329583484701397,0.000336166798438,0.75605422886974,0.0125751225023406,0.665577071956642,172751.85939044,10752987.9491214
2013-03-21,1.23823756455937,13031234.1309272,4.376725761155374,7.39474711689845,8929644.5090794,0.771518485072488,18131,3965451,0.995448568650024,0.980910606205706,-0.0606558684337616,65.57,65.57,64.09498561,64.09498561,5.17588739554898,227909.307109442,40.1806926287192,9157553.81618885,0.0507625417412943,0.000476002450196,0.771994487522684,0.0139731380756455,1.1921137780780884,208669.78689486,10722520.021617
2013-03-22,1.16978467583078,14184798.4109347,4.086564271972166,6.71617541941155,6237223.2894731,0.754602266082715,64509,3931040,0.983854784411354,0.956156158298748,-0.0909572920326725,72.718,72.718,71.38,72.23,5.58494898464903,536982.452836267,12.6153204942339,6774205.74230937,0.0362113158629198,0.0016485491390406,0.756250815221756,0.0143667564248563,1.2969640379663114,479516.36152063,10457398.4459912
2013-03-23,1.04974400602387,8910162.05338769,3.704772553970385,5.77985915568659,1286327.63891788,0.732186285284676,108882,3896148,0.972813686788863,0.943744965031742,-0.1689867090255763,70.114,70.114,69.70255516,69.70255516,4.70753535797954,1551680.40579806,1.82899006400503,2838008.04471594,0.0150370870101533,0.0049056602021618,0.737091945486838,0.0128868860064058,0.8142823116960881,615561.70850614,10326778.0990057
2013-03-24,1.1523047419476,9285515.01767129,3.99781905194857,6.40478581543692,3681839.6335909,0.74926493644475,61432,3961447,0.984729344332753,0.966357932551142,-0.084610899450583,63.95,64.68779683,63.68,64.40311873,4.22913468656673,370259.691375364,10.9439385905454,4052099.32496626,0.0210235715221001,0.0009387855068443,0.750203721951594,0.0133520007247301,0.8482188180560827,368281.89262133,10578782.9148905
2013-03-25,1.17064137918709,12167192.758619,4.108471561388986,6.735245810292,7191228.86378367,0.753946771817722,28456,4006312,0.992947302050576,0.976706591254441,-0.0315921589428811,69.304,70.22,69.28,70.22,3.44993623763785,203532.635763895,36.3320676892611,7394761.49954757,0.0369373559606047,0.0005529386438941,0.754499710461616,0.0141773854184839,1.1110906641480092,255078.31139698,10695586.4961149
2013-03-26,1.13391405568023,8945227.51710076,4.249425795236608,7.06134042466421,5242354.08966818,0.764203880458038,17864,4037407,0.995594868998891,0.989216370448298,-0.0243635392952972,75.412,75.76,74.3,74.3,3.85572540286024,204304.684177816,26.65949043589,5446658.77384599,0.0264735711738889,0.0001097320732282,0.764313612531267,0.0151649155503944,0.8165839012548106,118128.62083063,10836311.1866812
2013-03-27,1.16609699776645,9553352.89237064,4.566648575931915,7.87546976513941,8227590.32615133,0.781008728782749,3742,4068084,0.998850657968235,0.995777348780479,-0.0021231422505307,78.77,79.754,78.77,79.65092273,3.64850329719519,122610.536143138,68.1034528105016,8350200.86229446,0.0389693048355514,4.2124206736e-06,0.781012941203422,0.016508242680608,0.871837255668548,34405.38997565,10911469.0941505
2013-03-28,1.17148170365909,9660592.57820241,4.351832862510504,7.45103182695277,9222893.32049583,0.769226299895897,72647,4004382,0.982181387476027,0.958412415065687,-0.0809572187896706,89.93,90.03254082,88.87,89.34,5.44293333590239,664901.981182458,14.8710570603112,9887795.30167828,0.0441158363581351,0.0018475288117542,0.771073828707651,0.0175483470045815,0.8812559935599655,455895.15844445,10506394.6490674
2013-03-29,1.09801608992974,8108891.67748145,4.293049386033133,7.27430717104938,5379509.57928965,0.768075284261517,64760,4027021,0.98417315100686,0.967248337213146,-0.0703857694188526,88.89,88.89,86.2169195,88.59666155,4.96141388189908,845532.153525324,7.36227677074203,6225041.73281497,0.0270764460017841,0.0009567397214439,0.769032023982961,0.0169920453697165,0.7394137386969996,359175.68884777,10607464.1176641
2013-03-30,1.17918580568787,15651180.6276983,4.260131532607492,7.24859216495908,7244392.12053269,0.764997238520335,81244,4000719,0.980096830862994,0.95906687535231,-0.0471228180748581,90.236,90.5,89.856,90.392,4.97204208259229,282328.073427002,26.6594820082806,7526720.19395969,0.0316815835469932,0.000525651809905,0.76552289033024,0.0171857702038707,1.4265988781943535,449075.86993037,10521888.9365815
2013-03-31,1.09437077287794,3013395.98148059,4.378575259212288,7.36564697675557,3028609.46809219,0.770215717696744,10273,4073644,0.997484522824533,0.994747358984146,-0.0068709522690304,92.78183744,92.78183744,92.12,92.14697929,4.88351806817679,94071.8344920094,33.1946466170961,3122681.3025842,0.0129569447774192,2.45961224407e-05,0.770240313819185,0.0172814607005798,0.2745641064837625,57648.73213447,10917541.0743774
2013-04-01,1.28106032744022,24765429.2814079,4.528010094467646,7.74748780752129,12377469.9125857,0.777487660509066,21738,4082617,0.994703674511586,0.985710917512671,-0.0152624089502443,95.788,96.0,95.3,95.56364286,5.90974805689083,128988.352321669,96.9580434186724,12506458.2649074,0.049256310987483,8.78956698028e-05,0.777575556178869,0.0180244602601176,2.255472765072235,156896.12341765,10823243.6830942
2013-04-02,1.17196441502765,11631842.8398691,4.78585419221614,8.47730856614941,11356639.445584,0.792197410823159,0,4132347,1.0,1.0,-0.0054880304069345,102.4262665,104.7018121,102.4262665,103.9227154,5.84301658702632,339272.225895975,34.4735312199296,11695911.6714799,0.0440033599962854,0.0,0.792197410823159,0.0194656296593982,1.0589155200193998,0.0,10984664.8055118
2013-04-03,1.33526654899554,33776281.85467,4.94887328165345,9.31462396938305,27822507.504927,0.801104375850717,29668,4135359,0.992876876908601,0.984558101841669,-0.0928913852484452,116.2885085,116.44222,114.2279743,116.44222,6.67588987594188,2072436.95887219,14.4250199437033,29894944.4637992,0.1015730197956284,0.0005685150636864,0.801672890914403,0.0230635943530965,3.0736307373858525,169691.63352684,10819348.171485
2013-04-04,1.16570817320684,10611302.117249,4.848765622301881,9.06449931747728,11096062.3727542,0.793752084591864,46557,4145634,0.988894351426259,0.981132109532237,-0.076503035495909,125.3949938,134.6586982,125.3949938,134.6586982,5.89023502989663,1004448.89194594,12.0469158378557,12100511.2647002,0.039553132414603,0.0004680888143822,0.794220173406246,0.023161495882115,0.965286877643661,207412.64076515,10785477.1642467
2013-04-05,1.33115852554625,33638850.1837857,4.733512879952509,9.05286976519604,22652096.3679612,0.788755980012033,23377,4193608,0.994306977467619,0.987510780809199,-0.0296296108841601,134.154,134.934,133.01,134.934,6.23836575930861,246986.521480977,92.7138969047177,22899082.8894422,0.0695167621824314,0.0001067618100582,0.788862741822091,0.02390925038871,3.058953262414755,136300.28974233,10859497.8622809
2013-04-06,1.16184579083715,11324231.826048,4.59063516600568,8.67466730849934,7768594.53284822,0.78216501843902,89827,4157091,0.978435582360019,0.967336240596944,-0.0350321741293019,142.4,142.4,141.8,141.8,6.47429877975325,175092.226482424,45.3685861383918,7943686.75933064,0.0235096721702927,0.0003427595782431,0.782507778017263,0.0241085043258445,1.0293890582880985,350362.53141949,10641583.5706074
2013-04-07,1.20892994039198,11708593.8485782,5.194214082831402,9.93656945972517,10573981.6709887,0.807474267759762,1798,4274267,0.999579519955847,0.999075622227163,-3.84963399155e-05,142.6,142.6,140.6734593,141.0,6.79823844510768,65632.8845286513,162.107983397755,10639614.5555174,0.0304405178233846,1.7510763e-08,0.807474285270525,0.0251733412438331,1.0639315992992473,10172.7910755,10994842.0139363
2013-04-08,1.29897841213448,17781132.6729361,5.366844537915961,10.7685716847467,29380491.2317767,0.813345912092534,33591,4287944,0.992227067465611,0.973331699805123,-0.0635685043152047,164.772,165.0,164.658,164.966,7.57122703709152,642362.291388925,46.7381942022931,30022853.5231656,0.0790215700599749,0.000626035524643,0.813971947617177,0.0297317438212691,1.6151597955232675,293588.37813238,10715301.4268795
2013-04-09,1.4982098741879,48671924.2558111,5.747775464660484,12.5472960255488,58733477.877021,0.824841742335472,24935,4316967,0.994257125103238,0.976155621030488,-0.0237585369024796,187.954,187.954,184.8950492,184.8950492,9.44747850847003,233529.716266997,252.503229721182,58967007.593288,0.1341099639417376,0.0004798450129715,0.825321587348444,0.0331843860891124,4.419376958387686,262605.05581176,10750684.7492001
2013-04-10,1.17143153750458,35007622.8862522,3.713067465355478,7.11120369578593,34076834.3067125,0.736768231864088,200508,4158045,0.953996658982924,0.924376594951875,-0.3812084022030215,225.3765936,228.99,225.0009372,227.9294064,10.167732347917,26181474.0203248,2.30156286388835,60258308.3270373,0.1268527431169413,0.0230471867986139,0.759815418662702,0.0330483079129805,3.177290305815871,833223.5775959,10184841.2274159
2013-04-11,0.824651135615236,22030665.2252818,1.9851116756226512,2.42345791224546,-24727794.1050613,0.483935172644132,741543,3638502,0.830699684592282,0.806530306599376,-0.6861125107230821,172.1786685,178.885875,163.784745,163.784745,5.06323295837059,37679640.3094737,0.343735930015127,12951846.2044124,0.028726285615762,0.174493269451766,0.658428442095898,0.0193389577222473,1.998776566597651,2132435.49846745,8889629.30654438
2013-04-12,0.700379569102714,12034334.7300485,2.844134575706517,4.00045454059166,-31311447.8412545,0.654255931134161,487373,3919729,0.889411908324336,0.892375877105144,-0.5813275570469214,71.39291239,79.26564244,71.39291239,79.26564244,3.30740175870189,39670883.6932495,0.210719678357391,8359435.85199498,0.0199076140103972,0.0603560227584534,0.714611953892615,0.011961093926091,1.091411043500009,1186705.53146118,9839684.27355065
2013-04-13,1.05734881637188,9898453.53850748,2.420533821883012,3.45625526949994,2529321.62841734,0.575791718714217,710699,3727053,0.839851573499375,0.83483579392029,-0.641263326878504,102.0506324,116.3737054,98.44234931,110.1462403,4.23460006925763,6142953.0667578,1.41174360294312,8672274.69517515,0.0205055051629179,0.0974604456001363,0.673252164314353,0.0160783876299314,0.8973651453806787,1821854.47863057,9208710.32638126
2013-04-14,1.00828466541581,9210932.51094572,2.373690065234748,3.09446242941088,186656.604041531,0.581843993442849,733815,3734310,0.835766680654637,0.829159289507776,-0.6478187209190149,93.64073351,94.75985276,90.38277266,90.38277266,3.60336805736945,4237989.95786975,1.04404366359928,4424646.56191128,0.0104469093802246,0.0900277003007549,0.671871693743604,0.0149341386563285,0.8347470194071015,1885122.99413638,9149266.81087545
